bus_id,type,pd,qd,gs,bs,area,vm,va,basekv,zone,vmax,vmin,lam_p,lam_q,mu_vmax,mu_vmin
3046,1,0,0,0,200,3,1.0163,-34.542,230,27,1.1,0.9,61.97,-20.09,0,0
3047,1,0,0,0,116.24,3,1.03,-20.523,115,27,1.1,0.9,-397.2,0,0,0
3048,2,0,0,0,0,3,1.0214,-41.392,500,27,1.1,0.9,39.18,-12.01,0,0
3049,1,10.58,3,0,0,3,1.0066,-29.893,115,27,1.1,0.9,-555.47,97.88,0,0
3050,1,0,0,0,65,3,1.024,-33.927,230,28,1.1,0.9,-89.28,-10.84,0,0
3051,1,145.29,41.17,0,20,3,1.006,-35.796,115,28,1.1,0.9,-129.88,-5.1,0,0
3052,1,8.08,2.29,0,0,3,1.0062,-58.53,115,28,1.1,0.9,31.07,2.53,0,0
3053,1,0,0,0,0,3,1.03,-27.083,230,27,1.1,0.9,142.04,-25.78,0,0
3054,1,0,0,0,0,3,1.0094,-26.591,115,27,1.1,0.9,-339.43,-6.18,0,0
3055,2,0,0,0,0,3,1.04,-24.199,13.8,27,1.1,0.9,143.92,0,0,0
3056,2,0,0,0,0,3,1.04,-21.62,13.8,27,1.1,0.9,144.51,0,0,0
3057,2,0,0,0,0,3,1.04,-21.784,13.8,27,1.1,0.9,144.46,0,0,0
3058,1,0,0,0,0,3,1.0321,-23.903,230,27,1.1,0.9,48.25,-9.46,0,0
3059,1,0,0,0,0,3,1.0124,-17.292,115,27,1.1,0.9,-66.18,-9.65,0,0
3060,2,0,0,0,0,3,1.04,-16.336,18,27,1.1,0.9,49.48,0,0,0
3061,2,0,0,0,0,3,1.04,-18.507,18,27,1.1,0.9,49.17,0,0,0
3062,2,0,0,0,0,3,1.04,-21.186,18,27,1.1,0.9,48.85,0,0,0
3063,2,0,0,0,0,3,1.04,-20.033,18,27,1.1,0.9,48.99,0,0,0
3064,1,0,0,0,0,3,1.0216,-18.441,115,27,1.1,0.9,-441.4,5.39,0,0
3065,2,0,0,0,0,3,1.0003,-12.344,18,27,1.1,0.9,-437.63,0,0,0
3066,1,22.03,6.24,0,0,3,1.0078,-42.671,115,28,1.1,0.9,-85.4,67.11,0,0
3067,1,0,0,0,0,3,1.0282,-19.733,115,27,1.1,0.9,-782.53,55,0,0
3068,2,0,0,0,0,3,1.04,-16.839,20,27,1.1,0.9,-785.43,0,0,0
3069,1,3.81,1.08,0,0,3,0.9997,-29.445,115,27,1.1,0.9,-685.86,165.66,0,0
3070,1,0,0,0,0,3,1.0199,-21.026,115,27,1.1,0.9,-799.48,89.37,0,0
3071,2,0,0,0,0,3,1.0054,-16.451,24,27,1.1,0.9,-805.84,691.42,0,0
3072,1,5.98,1.7,0,0,3,1.0118,-38.528,115,27,1.1,0.9,181.74,-57.12,0,0
3073,1,0,0,0,0,3,1.0041,-54.221,115,28,1.1,0.9,12.62,0.64,0,0
3074,2,0,0,0,0,3,1,-51.702,13.8,28,1.1,0.9,12.57,0,0,0
3075,1,12.18,3.45,0,0,3,1.003,-40.098,115,28,1.1,0.9,-178.52,76.92,0,0
3076,1,10.79,3.06,0,0,3,1.0013,-55.676,115,28,1.1,0.9,15.61,1.14,0,0
3077,1,68.66,19.45,0,0,3,1.0031,-27.926,115,27,1.1,0.9,-880.5,169.79,0,0
3078,1,0,0,0,0,3,1.0223,-25.745,230,27,1.1,0.9,4.75,-4.13,0,0
3079,1,0,0,0,0,3,1.0185,-23.972,161,27,1.1,0.9,-85.4,-5.49,0,0
3080,1,0,0,0,0,3,1.0084,-21.1,115,27,1.1,0.9,-104.33,-69.58,0,0
3081,2,0,0,0,0,3,1.04,-19.665,20,27,1.1,0.9,5.35,0,0,0
3082,1,0,0,0,0,3,1.021,-27.929,230,27,1.1,0.9,287.3,-82.05,0,0
3083,1,0,0,0,0,3,1.0143,-24.126,115,27,1.1,0.9,-1601.1,252.46,0,0
3084,2,0,0,0,0,3,1,-18.089,13.8,27,1.1,0.9,301.29,0,0,0
3085,1,0,0,0,0,3,1.0071,-18.371,115,27,1.1,0.9,-134.6,-121.22,0,0
3086,2,0,0,0,0,3,1,-11.441,13.2,27,1.1,0.9,-114.73,0,0,0
3087,2,0,0,0,0,3,1.0071,-18.371,13.2,27,1.1,0.9,-134.6,-121.22,0,0
3088,1,0,0,0,126.23,3,1.03,-33.118,230,27,1.1,0.9,73.39,0,0,0
3089,1,0,0,0,0,3,1.0269,-35.746,161,27,1.1,0.9,58.86,-3.35,0,0
3090,1,0,0,0,0,3,1.0238,-36.396,161,27,1.1,0.9,48.71,-3.21,0,0
3091,1,0,0,0,65.8,3,1.02,-37.279,115,27,1.1,0.9,35.07,0,0,0
3092,2,0,0,0,0,3,1.04,-26.33,13.8,27,1.1,0.9,73.11,0,0,0
3093,1,5.05,1.43,0,0,3,1.0041,-57.889,115,28,1.1,0.9,24.57,2.07,0,0
3094,1,0,0,0,0,3,1.0161,-23.162,115,27,1.1,0.9,-1040,120.68,0,0
3095,2,0,0,0,0,3,1.04,-15.238,18,27,1.1,0.9,-1053.1,0,0,0
3096,1,0,0,0,0,3,1.0247,-21.373,230,27,1.1,0.9,-3.01,1.01,0,0
3097,1,0,0,0,0,3,1.0204,-19.533,115,27,1.1,0.9,-3.83,0.75,0,0
3098,2,0,0,0,0,3,1.04,-12.727,13.8,27,1.1,0.9,-3.11,0,0,0
3099,1,12.08,3.42,0,0,3,1.0009,-28.714,115,27,1.1,0.9,-897,189.17,0,0
3100,1,8.53,2.42,0,0,3,1.0015,-34.804,115,27,1.1,0.9,-421.77,244.26,0,0
3101,1,9.43,2.67,0,0,3,1.0063,-47.843,115,28,1.1,0.9,-47.35,37.66,0,0
3102,1,75.26,21.32,0,0,3,1.0116,-37.425,115,27,1.1,0.9,-710.72,466.51,0,0
3103,1,39.32,11.14,0,0,3,1.0101,-20.601,115,27,1.1,0.9,-937.12,67.76,0,0
3104,1,0,0,0,0,3,1.0134,-47.434,115,28,1.1,0.9,9.07,35.41,0,0
3105,2,0,0,0,0,3,1.0112,-41.865,13.2,28,1.1,0.9,3.41,121.1,0,0
3106,2,0,0,0,0,3,1.0045,-40.837,13.2,28,1.1,0.9,0,0,0,0
3107,1,14.87,4.21,0,0,3,1.0013,-58.65,115,28,1.1,0.9,39.27,4.19,0,0
3108,1,23.52,6.66,0,0,3,1.009,-56.701,115,28,1.1,0.9,77.47,10.88,0,0
3109,1,0,0,0,0,3,1.0204,-18.152,115,27,1.1,0.9,-4.4,0.58,0,0
3110,2,0,0,0,0,3,1.04,-10.659,13.8,27,1.1,0.9,-4.42,0,0,0
3111,1,0,0,0,0,3,1.0114,-16.449,115,27,1.1,0.9,-116.52,-1.59,0,0
3112,2,0,0,0,0,3,1,-8.3008,18,27,1.1,0.9,-114.6,0,0,0
3113,2,0,0,0,0,3,1,-8.3,18,27,1.1,0.9,-115.05,0,0,0
3114,1,98.31,27.85,0,0,3,1.0157,-34.341,115,27,1.1,0.9,-336.61,-55.03,0,0
3115,1,9.58,2.71,0,0,3,1.0067,-21.839,115,27,1.1,0.9,-223.33,4.2,0,0
3116,1,0,0,0,0,3,1.006,-15.208,115,27,1.1,0.9,-791.11,2.27,0,0
3117,2,0,0,0,0,3,1,-12.155,13.8,27,1.1,0.9,-789.33,0,0,0
3118,2,0,0,0,0,3,1,-11.185,13.8,27,1.1,0.9,-786.29,0,0,0
3119,1,0,0,0,0,3,1.0292,-51.756,115,28,1.1,0.9,3.17,2.53,0,0
3120,2,0,0,0,0,3,1.0296,-50.297,13.8,28,1.1,0.9,3.05,2.54,0,0
3121,1,0,0,0,0,3,1.0178,-16.382,115,27,1.1,0.9,-1173.7,23.28,0,0
3122,2,0,0,0,0,3,1,-7.5331,18,27,1.1,0.9,-1158.9,0,0,0
3123,1,66.07,18.72,0,0,3,0.99792,-56.746,115,28,1.1,0.9,12.89,0.51,0,0
3124,1,64.54,18.29,0,45,3,1.0296,-59.614,115,28,1.1,0.9,264.53,0,0,0
3125,1,91.26,25.86,0,0,3,1.0042,-37.458,115,27,1.1,0.9,-83.75,90.47,0,0
3126,1,9.96,2.82,0,40.32,3,1.03,-57.2,115,28,1.1,0.9,13.07,0,0,0
3127,2,0,0,0,0,3,1.0189,-16.425,115,27,1.1,0.9,-1516.5,2114.8,0,0
3128,1,2.82,0.8,0,0,3,1.0103,-18.008,115,27,1.1,0.9,-176.81,-135.18,0,0
3129,2,0,0,0,0,3,1.0274,-16.881,115,27,1.1,0.9,-1142.8,1404.7,0,0
3130,1,92.15,26.11,0,0,3,1.009,-19.09,115,27,1.1,0.9,-65.66,-14.85,0,0
3131,2,0,0,0,0,3,1.02,-22.041,115,27,1.1,0.9,-869.89,106.77,0,0
3132,1,9.56,2.71,0,0,3,0.99844,-40.097,115,28,1.1,0.9,-254.21,115.37,0,0
3133,2,0,0,0,0,3,1.021,-22.014,230,27,1.1,0.9,-7.23,1.24,0,0
3134,1,0,0,0,0,3,1.0201,-22.787,161,27,1.1,0.9,-125.23,22.5,0,0
3135,1,0,0,0,0,3,1.0103,-19.244,161,27,1.1,0.9,-448.65,72.06,0,0
3136,1,46.96,13.3,0,0,3,1.0031,-15.564,115,27,1.1,0.9,-788.83,7.15,0,0
3137,2,0,0,0,0,3,1.0201,-23.502,115,27,1.1,0.9,-1284.2,203.55,0,0
3138,1,10.95,3.1,0,0,3,1.0188,-38.894,115,28,1.1,0.9,-106.15,38.17,0,0
3139,1,14.92,4.23,0,0,3,0.99366,-29.514,115,27,1.1,0.9,-74.95,-26.88,0,0
3140,1,0.22,0.06,0,0,3,0.99696,-29.935,115,27,1.1,0.9,-617.23,144.28,0,0
3141,2,0,0,0,0,3,1.0197,-17.756,115,27,1.1,0.9,-636.98,8.44,0,0
3142,1,7.07,2,0,30,3,1.0268,-40.073,115,27,1.1,0.9,19.63,38.14,0,0
3143,1,5.75,1.63,0,17,3,1.0062,-38.637,115,28,1.1,0.9,-343.94,152.35,0,0
3144,1,5.56,1.57,0,0,3,1.0008,-39.55,115,28,1.1,0.9,-297.51,134.71,0,0
3145,1,2.94,0.83,0,0,3,1.0095,-23.654,115,27,1.1,0.9,-1010.2,147.35,0,0
3146,1,12.04,3.41,0,15,3,1.0264,-35.48,115,28,1.1,0.9,-188.37,41.09,0,0
3147,1,34.76,9.85,0,33.86,3,1.03,-55.806,115,28,1.1,0.9,58.06,0,0,0
4002,1,1.01,0.29,0,0,4,1.0201,-52.824,115,20,1.1,0.9,7.08,1.87,0,0
4003,1,127.29,36.07,0,0,4,1.0056,-71.994,115,19,1.1,0.9,1762.9,217.81,0,0
4004,1,0,0,0,0,4,1.024,-55.865,230,20,1.1,0.9,16.11,11.05,0,0
4005,1,164.14,46.51,0,70,4,1.0222,-60.028,115,20,1.1,0.9,14.71,8.79,0,0
4006,1,2.75,0.78,0,0,4,1.028,-55.394,115,20,1.1,0.9,162.12,58.74,0,0
4007,1,183.66,52.04,0,0,4,1.009,-72.592,115,19,1.1,0.9,2018.7,13.73,0,0
4008,1,32.49,9.21,0,0,4,0.9961,-54.698,115,20,1.1,0.9,54.38,14.72,0,0
4009,1,0,0,0,0,4,1.0254,-46.443,115,21,1.1,0.9,1.48,39.1,0,0
4010,2,0,0,0,0,4,1.03,-43.602,20,21,1.1,0.9,-2006.1,0,0,0
4011,1,16.05,4.55,0,0,4,1.0203,-57.345,115,19,1.1,0.9,334.76,106.79,0,0
4012,1,13.74,3.89,0,50,4,1.0212,-68.913,115,19,1.1,0.9,1693.7,-38.92,0,0
4013,1,92.35,26.17,0,0,4,1.0099,-71.113,115,19,1.1,0.9,2095.8,54.02,0,0
4014,1,0,0,0,0,4,1.0261,-52.827,230,20,1.1,0.9,-8.07,6.74,0,0
4015,1,159.81,45.28,0,67.88,4,1.03,-54.297,115,20,1.1,0.9,-7.27,0,0,0
4016,1,6.25,1.77,0,0,4,1.0102,-50.063,115,20,1.1,0.9,45.84,10.99,0,0
4017,1,89.56,25.38,0,0,4,1.0098,-48.319,115,21,1.1,0.9,619.06,69.72,0,0
4018,1,7.14,2.02,0,0,4,1.0024,-47.146,115,21,1.1,0.9,407.19,76.79,0,0
4019,1,135.83,38.48,0,0,4,0.99019,-67.15,115,19,1.1,0.9,1374.8,-10.99,0,0
4020,1,117.81,33.38,0,0,4,0.98463,-50.183,115,21,1.1,0.9,1284.6,89.18,0,0
4021,1,31.97,9.06,0,0,4,0.99767,-66.441,115,19,1.1,0.9,2704.5,-34.99,0,0
4022,1,5.56,1.58,0,0,4,1.0106,-59.503,115,20,1.1,0.9,11.32,6.94,0,0
4023,1,5.06,1.43,0,0,4,1.0104,-52.178,115,20,1.1,0.9,53.59,14.57,0,0
4024,1,0,0,0,0,4,1.0212,-42.175,230,20,1.1,0.9,21.35,-0.15,0,0
4025,1,0,0,0,0,4,1.0189,-46.048,115,20,1.1,0.9,32.34,5.81,0,0
4026,2,0,0,0,0,4,1.03,-34.758,13.8,20,1.1,0.9,21.29,0,0,0
4027,1,65.12,18.45,0,0,4,1.0217,-72.614,115,19,1.1,0.9,1966.6,0.7,0,0
4028,1,0,0,0,0,4,1.0155,-33.733,230,21,1.1,0.9,60.41,1.78,0,0
4029,1,0,0,0,0,4,1.0157,-35.698,115,21,1.1,0.9,65.57,4.74,0,0
4030,2,0,0,0,0,4,1.01,-30.34,13.8,21,1.1,0.9,18.97,0,0,0
4031,1,2.75,0.78,0,0,4,1.0231,-57.594,115,20,1.1,0.9,904.13,143.33,0,0
4032,1,91.39,25.89,0,0,4,0.98694,-54.922,115,21,1.1,0.9,1794.4,414.63,0,0
4033,1,126.25,35.77,0,0,4,1.0086,-58.636,115,20,1.1,0.9,993.05,145.14,0,0
4034,1,37.64,10.66,0,0,4,1.0079,-71.086,115,19,1.1,0.9,1789.2,35.54,0,0
4035,1,79.16,22.43,0,0,4,0.9865,-48.632,115,21,1.1,0.9,822.92,148.39,0,0
4036,1,35.07,9.94,0,0,4,1.0011,-55.374,115,20,1.1,0.9,1.84,1.88,0,0
4037,1,28.72,8.14,0,65,4,1.0113,-49.051,115,21,1.1,0.9,536.28,65.88,0,0
4038,1,83.3,23.6,0,0,4,0.99572,-48.42,115,21,1.1,0.9,670.75,32.49,0,0
4039,1,0,0,0,0,4,1.0192,-60.94,230,19,1.1,0.9,97.04,126.35,0,0
4040,1,225.66,63.94,0,379.68,4,1.03,-64.51,115,19,1.1,0.9,726.55,0,0,0
4041,1,0,0,0,0,4,1.0125,-65.439,230,19,1.1,0.9,107.34,286.26,0,0
4042,1,215.18,60.97,0,0,4,1.0191,-70.587,115,19,1.1,0.9,189.84,449.77,0,0
4043,1,2.47,0.7,0,0,4,1.0145,-57.753,115,19,1.1,0.9,796.88,79.86,0,0
4044,1,0,0,0,0,4,1.0157,-56.471,115,19,1.1,0.9,5.29,32.71,0,0
4045,2,0,0,0,0,4,1.02,-48.11,13.8,19,1.1,0.9,1.26,0,0,0
4046,2,0,0,0,0,4,1.02,-52.601,13.8,19,1.1,0.9,2.3,0,0,0
4047,2,0,0,0,0,4,1.02,-55.09,13.8,19,1.1,0.9,0.01,0,0,0
4048,1,13.1,3.71,0,0,4,1.008,-65.983,115,19,1.1,0.9,1138.3,32.39,0,0
4049,1,0,0,0,0,4,1.0076,-60.203,115,19,1.1,0.9,1197.4,-68.13,0,0
4050,2,0,0,0,0,4,1,-56.781,13.8,19,1.1,0.9,-802.96,0,0,0
4051,1,89.39,25.33,0,0,4,0.98756,-54.347,115,21,1.1,0.9,1009.9,48.55,0,0
4052,2,0,0,0,0,4,1.0238,-50.179,18,21,1.1,0.9,999.31,44.1,0,0
4053,1,0.11,0.03,0,0,4,1.0159,-50.354,115,19,1.1,0.9,-94,18.06,0,0
4054,1,5.6,1.59,0,0,4,1.0034,-48.852,115,21,1.1,0.9,599.87,52.44,0,0
4055,1,17.78,5.04,0,0,4,0.98951,-47.473,115,21,1.1,0.9,403.8,157.82,0,0
4056,1,0,0,0,0,4,1.0204,-38.889,230,21,1.1,0.9,18.42,8.94,0,0
4057,1,0,0,0,0,4,1.0019,-44.358,115,21,1.1,0.9,384.04,144.25,0,0
4058,2,0,0,0,0,4,1.03,-35.733,13.8,21,1.1,0.9,17.46,0,0,0
4059,2,0,0,0,0,4,1.03,-36.646,13.8,21,1.1,0.9,17.4,0,0,0
4060,2,0,0,0,0,4,1.03,-33.189,13.8,21,1.1,0.9,17.52,0,0,0
4061,2,0,0,0,0,4,1.03,-34.238,13.8,21,1.1,0.9,17.74,0,0,0
4062,2,0,0,0,0,4,1.03,-32.174,13.8,21,1.1,0.9,18.22,0,0,0
4063,2,0,0,0,0,4,1.03,-34.922,13.8,21,1.1,0.9,17.7,0,0,0
4064,1,8.82,2.5,0,0,4,0.99443,-47.849,115,21,1.1,0.9,582.76,117.96,0,0
4065,2,0,0,0,0,4,1.02,-42.843,18,21,1.1,0.9,561.98,0,0,0
4066,1,191.53,54.27,0,145.13,4,1.0213,-73.153,115,19,1.1,0.9,1978.6,308.83,0,0
4067,1,159.46,45.18,0,0,4,0.99182,-64.287,115,19,1.1,0.9,1281,-28.91,0,0
4068,1,27.99,7.93,0,0,4,1.0105,-72.564,115,19,1.1,0.9,1659,184.12,0,0
4069,1,4.24,1.2,0,0,4,0.99517,-47.714,115,21,1.1,0.9,368.82,106.62,0,0
4070,1,0,0,0,0,4,1.0137,-51.196,230,19,1.1,0.9,42.86,17.25,0,0
4071,1,281.45,79.75,0,0,4,0.99644,-55.671,115,19,1.1,0.9,183.42,63.6,0,0
4072,1,51.71,14.65,0,0,4,0.9961,-47.405,115,21,1.1,0.9,54.34,13.61,0,0
4073,1,0,0,0,0,4,1.0189,-61.13,230,19,1.1,0.9,48.5,139.19,0,0
4074,1,0,0,0,0,4,1.0275,-63.648,115,19,1.1,0.9,875.84,-43.92,0,0
4075,2,0,0,0,0,4,1.0189,-61.13,24,19,1.1,0.9,48.5,139.19,0,0
4076,2,0,0,0,0,4,1.03,-55.384,24,19,1.1,0.9,30.72,0,0,0
4077,2,0,0,0,0,4,1.03,-57.528,24,19,1.1,0.9,29.51,0,0,0
4078,1,84.07,23.82,0,0,4,0.98683,-47.924,115,21,1.1,0.9,247.78,98.78,0,0
4079,1,171.21,48.51,0,0,4,1.0172,-67.519,115,19,1.1,0.9,619.17,3.64,0,0
4080,1,0,0,0,0,4,1.0295,-44.002,230,21,1.1,0.9,18.57,0.96,0,0
4081,1,0,0,0,0,4,1.0148,-47.455,115,21,1.1,0.9,636.52,81.6,0,0
4082,2,0,0,0,0,4,1.04,-37.443,13.8,21,1.1,0.9,18.46,0,0,0
4083,2,0,0,0,0,4,1.04,-37.962,13.8,21,1.1,0.9,18.38,0,0,0
4084,2,0,0,0,0,4,1.04,-40.713,13.8,21,1.1,0.9,18.48,0,0,0
4085,2,0,0,0,0,4,1.04,-42.059,13.8,21,1.1,0.9,18.76,0,0,0
4086,1,19.87,5.63,0,102.93,4,1.0251,-60.9,115,19,1.1,0.9,1083.3,0,0,0
4087,1,2.08,0.59,0,120,4,1.0165,-48.994,115,21,1.1,0.9,362.18,16.19,0,0
4088,1,212.52,60.21,0,282.76,4,1.03,-72.297,115,19,1.1,0.9,1940,0,0,0
4089,1,8.6,2.44,0,0,4,1.0052,-64.238,115,19,1.1,0.9,1953.4,-76.15,0,0
4090,2,0,0,0,0,4,1.0052,-64.238,13.8,19,1.1,0.9,1953.4,-76.15,0,0
4091,2,0,0,0,0,4,1.01,-61.593,13.8,19,1.1,0.9,1954.8,0,0,0
4092,2,0,0,0,0,4,1.0052,-64.238,13.8,19,1.1,0.9,1953.4,-76.15,0,0
4093,2,0,0,0,0,4,1.01,-60.417,13.8,19,1.1,0.9,1947.9,0,0,0
4094,2,0,0,0,0,4,1.01,-62.792,13.8,19,1.1,0.9,1954.8,0,0,0
4095,2,0,0,0,0,4,1.01,-61.304,13.8,19,1.1,0.9,1952.2,0,0,0
4096,2,0,0,0,0,4,1.0052,-64.238,13.8,19,1.1,0.9,1953.4,-76.15,0,0
4097,2,0,0,0,0,4,1.01,-60.913,13.8,19,1.1,0.9,1951.3,0,0,0
4098,2,0,0,0,0,4,1.0052,-64.238,13.8,19,1.1,0.9,1953.4,-76.15,0,0
4099,1,15.17,4.3,0,0,4,0.9944,-49.849,115,21,1.1,0.9,599.82,72.01,0,0
4100,1,50.6,14.34,0,0,4,0.9938,-47.303,115,21,1.1,0.9,-107.49,-8.52,0,0
4101,1,128.14,36.31,0,0,4,1.0066,-58.493,115,20,1.1,0.9,988.94,140.12,0,0
4102,1,24.17,6.85,0,0,4,1.0057,-58.48,115,19,1.1,0.9,-68.17,82.4,0,0
4103,1,189.88,53.8,0,120,4,1.0146,-73.626,115,19,1.1,0.9,2048.2,194.16,0,0
4104,1,0,0,0,0,4,0.99873,-46.383,115,21,1.1,0.9,518.27,154.7,0,0
4105,2,0,0,0,0,4,1.01,-43.005,18,21,1.1,0.9,-1505.2,0,0,0
4106,1,37.55,10.64,0,0,4,0.9989,-57.812,115,19,1.1,0.9,457.59,65.35,0,0
4107,1,118.36,33.54,0,0,4,1.0166,-72.083,115,19,1.1,0.9,2006,336.43,0,0
4108,1,28.34,8.03,0,0,4,0.99904,-44.917,115,21,1.1,0.9,396.61,144.28,0,0
4109,1,110.86,31.41,0,0,4,0.98361,-49.639,115,21,1.1,0.9,1838.4,609.73,0,0
4110,1,57.35,16.25,0,0,4,1.0075,-62.685,115,19,1.1,0.9,1287.6,-116.48,0,0
4111,1,104.08,29.49,0,0,4,0.98959,-66.847,115,19,1.1,0.9,2167.3,-34.12,0,0
4112,1,5.59,1.58,0,0,4,1.0202,-54.338,115,21,1.1,0.9,459.83,80.32,0,0
4113,1,0,0,0,0,4,1.0262,-55.358,230,20,1.1,0.9,30.02,13.2,0,0
4114,1,0,0,0,0,4,1.0173,-57.524,115,20,1.1,0.9,10.62,7.32,0,0
4115,2,0,0,0,0,4,1.04,-51.556,13.8,20,1.1,0.9,29.46,0,0,0
4116,2,0,0,0,0,4,1.04,-51.599,13.8,20,1.1,0.9,29.32,0,0,0
4117,1,18.89,5.35,0,0,4,1.0155,-47.775,115,20,1.1,0.9,37.96,7.4,0,0
4118,1,13.88,3.93,0,0,4,0.98717,-56.073,115,21,1.1,0.9,714.83,-10.68,0,0
4119,1,55.57,15.75,0,0,4,1.0116,-57.72,115,19,1.1,0.9,769.81,49.64,0,0
4120,1,46.52,13.18,0,0,4,0.99034,-47.616,115,21,1.1,0.9,-5.3,18.47,0,0
4121,1,4.11,1.16,0,50,4,1.016,-68.312,115,19,1.1,0.9,1508.8,-53.45,0,0
4122,1,146.11,41.4,0,150,4,1.0164,-71.32,115,19,1.1,0.9,2157.8,-3.75,0,0
4123,1,90.5,25.64,0,0,4,0.9903,-49.753,115,21,1.1,0.9,875.06,108.2,0,0
4124,1,24.38,6.91,0,0,4,1.0039,-62.118,115,19,1.1,0.9,860.12,242.42,0,0
4125,1,4.5,1.28,0,0,4,0.99644,-46.005,115,21,1.1,0.9,792.44,21.17,0,0
4126,1,127.38,36.09,0,0,4,1.0053,-56.092,115,19,1.1,0.9,-36.13,46.43,0,0
4127,1,87.29,24.73,0,70,4,1.0035,-57.81,115,21,1.1,0.9,2513.8,-1142.8,0,0
4128,1,123.51,35,0,70,4,1.0072,-69.102,115,19,1.1,0.9,1292.3,280.72,0,0
4129,1,18.51,5.25,0,0,4,1.0326,-55.994,115,20,1.1,0.9,789.99,175.89,0,0
4130,1,9.48,2.69,0,23.99,4,1.03,-57.47,115,20,1.1,0.9,796.67,0,0,0
4131,1,0,0,0,71.45,4,1.03,-50.352,230,20,1.1,0.9,-0.64,0,0,0
4132,1,33.09,9.38,0,0,4,1.028,-51.274,115,20,1.1,0.9,-0.02,0.41,0,0
4133,2,0,0,0,0,4,1.03,-50.352,20,20,1.1,0.9,-0.64,0,0,0
4134,2,0,0,0,0,4,1.0247,-49.531,20,20,1.1,0.9,-0.63,-0,0,0
4135,2,0,0,0,0,4,1.0251,-49.569,20,20,1.1,0.9,-0.63,-0,0,0
4136,2,0,0,0,0,4,1.0234,-49.324,20,20,1.1,0.9,-0.63,-0,0,0
4137,2,0,0,0,0,4,1.03,-50.352,20,20,1.1,0.9,-0.64,0,0,0
4138,2,0,0,0,0,4,1.03,-50.352,20,20,1.1,0.9,-0.64,0,0,0
4139,1,10.62,3.01,0,0,4,0.98675,-54.473,115,21,1.1,0.9,684,-51.64,0,0
4140,1,0,0,0,0,4,1.0326,-48.454,230,21,1.1,0.9,146.8,18.45,0,0
4141,1,0,0,0,86.25,4,1.03,-51.63,115,21,1.1,0.9,339.36,0,0,0
4142,2,0,0,0,0,4,1.04,-46.364,13.8,21,1.1,0.9,145.26,18.07,0,0
4143,1,14.36,4.07,0,0,4,1.0114,-53.856,115,20,1.1,0.9,1.56,1.5,0,0
4144,1,16.36,4.63,0,0,4,0.98879,-55.771,115,21,1.1,0.9,1656.1,-448.59,0,0
4145,1,49.86,14.13,0,0,4,0.99362,-46.42,115,21,1.1,0.9,420.16,158.52,0,0
4146,1,0,0,0,0,4,1.0273,-55.544,230,20,1.1,0.9,66.28,36.49,0,0
4147,1,193.64,54.87,0,100,4,1.0268,-57.365,115,20,1.1,0.9,961.98,0,0,0
4148,1,14.64,4.15,0,0,4,0.9956,-57.623,115,20,1.1,0.9,758.8,52.71,0,0
4149,1,61.36,17.38,0,0,4,0.99602,-44.808,115,21,1.1,0.9,264.37,76.36,0,0
4150,1,12.53,3.55,0,0,4,0.99007,-48.29,115,21,1.1,0.9,1510.4,112.15,0,0
4151,1,0,0,0,0,4,1.027,-49.668,230,21,1.1,0.9,81.22,46.21,0,0
4152,1,0,0,0,0,4,1.0218,-48.24,115,21,1.1,0.9,-36.78,40.56,0,0
4153,2,0,0,0,0,4,1.0371,-47.845,18,21,1.1,0.9,78.07,45.43,0,0
4154,1,26.32,7.46,0,0,4,1.0051,-67.384,115,19,1.1,0.9,1279.5,46.37,0,0
4155,1,19.45,5.51,0,0,4,1.01,-65.316,115,19,1.1,0.9,1079.3,23.66,0,0
4156,1,108.01,30.6,0,0,4,0.99314,-49.239,115,21,1.1,0.9,106.26,-27.15,0,0
4157,1,104.67,29.66,0,0,4,1.0137,-69.785,115,19,1.1,0.9,2262.6,-31.91,0,0
4158,1,0,0,0,0,4,1.0149,-41.885,230,21,1.1,0.9,18.85,5.65,0,0
4159,1,36.18,10.25,0,0,4,1.0002,-46.092,115,21,1.1,0.9,-39.25,-2.86,0,0
4160,2,0,0,0,0,4,1.03,-39.285,13.8,21,1.1,0.9,18.61,0,0,0
4161,2,0,0,0,0,4,1.03,-39.043,13.8,21,1.1,0.9,17.72,0,0,0
4162,2,0,0,0,0,4,1.03,-38.294,13.8,21,1.1,0.9,17.77,0,0,0
4163,2,0,0,0,0,4,1.0149,-41.885,13.8,21,1.1,0.9,18.85,5.65,0,0
4164,1,2.03,0.57,0,0,4,1.0095,-64.302,115,19,1.1,0.9,1037,33.4,0,0
4165,1,0,0,0,0,4,1.0249,-46.234,115,21,1.1,0.9,19.25,1.8,0,0
4166,2,0,0,0,0,4,1.011,-42.377,13.8,21,1.1,0.9,-1984.3,4412.8,0,0
4167,1,5.31,1.5,0,0,4,0.99915,-67.486,115,19,1.1,0.9,2481.4,-36.26,0,0
4168,1,8.87,2.51,0,0,4,0.99872,-46.402,115,21,1.1,0.9,-44.01,-2.64,0,0
4169,1,27.68,7.84,0,0,4,0.99,-51.909,115,21,1.1,0.9,637.66,28.22,0,0
4170,1,35.86,10.16,0,0,4,0.98986,-46.66,115,21,1.1,0.9,446.33,137.8,0,0
4171,1,167.63,47.5,0,100,4,1.0122,-62.068,115,19,1.1,0.9,1593,-350.77,0,0
