fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,pf,qf,pt,qt,mu_sf,mu_st,mu_angmin,mu_angmax
4108,4057,0.00271,0.01748,0.00334,221,0,0,0,0,1,0,0,-57.01,-7.55,57.1,7.79,0,0,0,0
4057,4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.65,9.23,-92.17,-6.48,0,0,0,0
4057,4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.65,9.23,-92.17,-6.48,0,0,0,0
4065,4064,0.00915,0.19147,0,100,0,0,1,0,1,0,0,46.87,13.41,-46.66,-9.03,0,0,0,0
4069,4064,0.00989,0.02376,0.00322,98,0,0,0,0,1,0,0,9.48,-0.98,-9.47,0.68,0,0,0,0
4064,4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,52.45,-7.25,-52.18,7.99,0,0,0,0
4064,4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,52.45,-7.25,-52.18,7.99,0,0,0,0
4064,4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.28,-0.42,63.53,1.28,0,0,0,0
4064,4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.28,-0.42,63.53,1.28,0,0,0,0
4066,4068,0.013,0.05797,0.0085,149,0,0,0,0,1,0,0,-13.34,21.72,13.42,-22.23,0,0,0,0
4066,4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-89.1,37.69,89.38,-36.26,0,0,0,0
4066,4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-89.1,37.69,89.38,-36.26,0,0,0,0
4111,4067,0.00346,0.02362,0.00402,300,0,0,0,0,1,0,0,-182.48,21.33,183.67,-13.58,0,0,0,0
4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.14,14.35,-165.82,-5.67,0,0,0,0
4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.14,14.35,-165.82,-5.67,0,0,0,0
4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.14,14.35,-165.82,-5.67,0,0,0,0
4068,4103,0.00973,0.05555,0.00835,147,0,0,0,0,1,0,0,31.95,-13.27,-31.84,13.06,0,0,0,0
4068,4186,0.01855,0.08268,0.01212,149,0,0,0,0,1,0,0,-73.36,27.57,74.48,-23.8,0,0,0,0
4069,4072,0.00681,0.03892,0.00585,98,0,0,0,0,1,0,0,-13.71,-0.22,13.73,-0.28,0,0,0,0
4071,4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.4,-27.73,184.83,42.77,0,0,0,0
4071,4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.4,-27.73,184.83,42.77,0,0,0,0
4070,4183,0.002,0.02,0.07,443,0,0,0,0,1,0,0,-147.74,-13.81,148.17,10.85,0,0,0,0
4070,4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-110.96,-35.86,111.13,32.71,0,0,0,0
4070,4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-110.96,-35.86,111.13,32.71,0,0,0,0
4106,4071,0.009,0.0401,0.00588,221,0,0,0,0,1,0,0,-86.61,27,87.35,-24.28,0,0,0,0
4072,4156,0.00671,0.0278,0.00472,221,0,0,0,0,1,0,0,110.44,-14.46,-109.6,17.47,0,0,0,0
4072,4168,0.00284,0.01981,0.00324,221,0,0,0,0,1,0,0,-87.94,0.05,88.16,1.17,0,0,0,0
4072,4168,0.00284,0.01981,0.00324,221,0,0,0,0,1,0,0,-87.94,0.05,88.16,1.17,0,0,0,0
4074,4073,0.00046,0.01717,0,416.85,0,0,1,0,1,0,0,-266.14,64.73,266.47,-52.53,0,0,0,0
4074,4073,0.00046,0.01717,0,416.85,0,0,1,0,1,0,0,-266.14,64.73,266.47,-52.53,0,0,0,0
4075,4073,0.0015,0.06318,0,220,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4076,4073,0.0015,0.05994,0,220,0,0,1,0,1,0,0,175.85,23.56,-175.4,-5.77,0,0,0,0
4077,4073,0.00135,0.06817,0,220,0,0,1,0,1,0,0,97.07,17.97,-96.94,-11.71,0,0,0,0
4146,4073,0.006,0.06,0.115,548,0,0,0,0,1,0,0,170.34,-0.42,-168.69,4.9,0,0,0,0
4073,4183,0.01015,0.07248,0.13214,750,0,0,0,0,1,0,0,-277.61,60.79,285.59,-17.51,0,0,0,0
4192,4073,0.0062,0.06449,0.21975,820,0,0,0,0,1,0,0,301.57,-10.16,-296.15,43.69,0,0,0,0
4155,4074,0.01013,0.05786,0.00869,221,0,0,0,0,1,0,0,-55.72,-20.52,56.07,21.61,0,0,0,0
4120,4078,0.00325,0.01949,0.00265,250,0,0,0,0,1,0,0,29.13,12.91,-29.1,-12.96,0,0,0,0
4078,4180,0.01569,0.08959,0.01346,98,0,0,0,0,1,0,0,-4.07,-0.95,4.08,-0.34,0,0,0,0
4079,4157,0.00338,0.02308,0.00393,375,0,0,0,0,1,0,0,175.7,-7.01,-174.69,13.5,0,0,0,0
4079,4157,0.00338,0.02308,0.00393,375,0,0,0,0,1,0,0,175.7,-7.01,-174.69,13.5,0,0,0,0
4081,4080,0.00112,0.06024,0,171,0,0,1,0,1,0,0,-104.82,-19.61,104.95,26.26,0,0,0,0
4081,4080,0.00112,0.06024,0,171,0,0,1,0,1,0,0,-104.82,-19.61,104.95,26.26,0,0,0,0
4082,4080,0.00121,0.05053,0,342,0,0,1,0,1,0,0,242.73,29.65,-242.06,-1.71,0,0,0,0
4083,4080,0.00111,0.04655,0,342,0,0,1,0,1,0,0,242.73,30.42,-242.12,-4.66,0,0,0,0
4084,4080,0.00039,0.02538,0,338,0,0,1,0,1,0,0,242.73,46.21,-242.51,-31.88,0,0,0,0
4085,4080,0.00054,0.02176,0,500,0,0,1,0,1,0,0,168.06,48.8,-167.91,-42.64,0,0,0,0
4140,4080,0.00421,0.04377,0.14917,750,0,0,0,0,1,0,0,-185.42,24.56,186.82,-25.87,0,0,0,0
4080,4151,0.00484,0.05033,0.17151,750,0,0,0,0,1,0,0,206.97,-13.61,-205.01,15.82,0,0,0,0
4080,4181,0.00409,0.03994,0.07686,647,0,0,0,0,1,0,0,-220.67,44.16,222.64,-33.03,0,0,0,0
4183,4080,0.002,0.02,0.07,820,0,0,0,0,1,0,0,-506.64,18.49,511.59,23.7,0,0,0,0
4086,4106,0.02192,0.09592,0.01461,149,0,0,0,0,1,0,0,-48.23,39.77,49.06,-37.64,0,0,0,0
4110,4086,0.01641,0.07179,0.01093,149,0,0,0,0,1,0,0,-47.79,-13.61,48.18,14.21,0,0,0,0
4156,4087,0.00563,0.02463,0.00375,221,0,0,0,0,1,0,0,-37.1,-85.73,37.6,87.52,0,0,0,0
4090,4089,0.01451,0.58764,0,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4091,4089,0.00427,0.20036,0,37,0,0,1,0,1,0,0,23.44,2.45,-23.41,-1.36,0,0,0,0
4092,4089,0.0034,0.12539,0,48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4093,4089,0.01405,0.24296,0,40,0,0,1,0,1,0,0,27.92,1.3,-27.82,0.56,0,0,0,0
4094,4089,0.00238,0.09215,0,40,0,0,1,0,1,0,0,27.92,4.86,-27.9,-4.14,0,0,0,0
4095,4089,0.0077,0.18665,0,40,0,0,1,0,1,0,0,27.92,2.14,-27.86,-0.71,0,0,0,0
4096,4089,0.01248,0.29442,0,40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4097,4089,0.00925,0.21151,0,40,0,0,1,0,1,0,0,27.92,1.87,-27.85,-0.24,0,0,0,0
4098,4089,0.01041,0.22475,0,40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4089,4194,0.01637,0.06793,0.01153,166.88,0,0,0,0,1,0,0,-74.23,22.71,75.21,-19.81,0,0,0,0
4169,4099,0.00915,0.0625,0.01063,221,0,0,0,0,1,0,0,-56.28,1.77,56.57,-0.79,0,0,0,0
4169,4099,0.00915,0.0625,0.01063,221,0,0,0,0,1,0,0,-56.28,1.77,56.57,-0.79,0,0,0,0
4100,4120,0.00186,0.00773,0.00131,250,0,0,0,0,1,0,0,75.78,26.46,-75.66,-26.09,0,0,0,0
4150,4100,0.00216,0.01393,0.00266,232.05,0,0,0,0,1,0,0,-122.67,-6.57,123,8.45,0,0,0,0
4150,4100,0.00216,0.01393,0.00266,232.05,0,0,0,0,1,0,0,-122.67,-6.57,123,8.45,0,0,0,0
4168,4100,0.00185,0.01287,0.0021,221,0,0,0,0,1,0,0,124.42,21.08,-124.13,-19.24,0,0,0,0
4168,4100,0.00185,0.01287,0.0021,221,0,0,0,0,1,0,0,124.42,21.08,-124.13,-19.24,0,0,0,0
4168,4100,0.00185,0.01287,0.0021,221,0,0,0,0,1,0,0,124.42,21.08,-124.13,-19.24,0,0,0,0
4175,4101,0.01931,0.08013,0.0136,149,0,0,0,0,1,0,0,62.03,15.74,-61.28,-14.04,0,0,0,0
4197,4101,0.02022,0.09011,0.01321,156.45,0,0,0,0,1,0,0,80.39,10.67,-79.13,-6.44,0,0,0,0
4126,4102,0.00411,0.02652,0.00506,300,0,0,0,0,1,0,0,155.45,-22.38,-154.45,28.34,0,0,0,0
4126,4102,0.00411,0.02652,0.00506,300,0,0,0,0,1,0,0,155.45,-22.38,-154.45,28.34,0,0,0,0
4102,4171,0.00634,0.04334,0.00737,280,0,0,0,0,1,0,0,142.36,-31.76,-141.03,40.12,0,0,0,0
4102,4171,0.00634,0.04334,0.00737,280,0,0,0,0,1,0,0,142.36,-31.76,-141.03,40.12,0,0,0,0
4105,4104,0.00385,0.08871,0,143.36,0,0,1,0,1,0,0,67.5,11.88,-67.32,-7.8,0,0,0,0
4105,4104,0.00385,0.08871,0,143.36,0,0,1,0,1,0,0,67.5,11.88,-67.32,-7.8,0,0,0,0
4145,4104,0.01294,0.03109,0.00422,98,0,0,0,0,1,0,0,-7.55,-13.38,7.58,13.03,0,0,0,0
4170,4108,0.00818,0.0358,0.00545,149,0,0,0,0,1,0,0,-85.07,-4.95,85.68,7.06,0,0,0,0
4109,4156,0.00373,0.02127,0.0032,147,0,0,0,0,1,0,0,-38.58,-37.34,38.69,37.66,0,0,0,0
4110,4171,0.02886,0.11974,0.02032,149,0,0,0,0,1,0,0,-9.56,-2.64,9.59,0.68,0,0,0,0
4186,4111,0.00861,0.0384,0.00563,221,0,0,0,0,1,0,0,-77.63,53.67,78.4,-50.82,0,0,0,0
4124,4112,0.01932,0.13196,0.02245,221,0,0,0,0,1,0,0,-103.62,8.77,105.7,3.12,0,0,0,0
4124,4112,0.01932,0.13196,0.02245,221,0,0,0,0,1,0,0,-103.62,8.77,105.7,3.12,0,0,0,0
4112,4141,0.0066,0.04599,0.00752,221,0,0,0,0,1,0,0,-108.49,-3.91,109.24,8.33,0,0,0,0
4112,4141,0.0066,0.04599,0.00752,221,0,0,0,0,1,0,0,-108.49,-3.91,109.24,8.33,0,0,0,0
4114,4113,0.00072,0.01874,0,387,0,0,1,0,1,0,0,-212,-36.4,212.32,44.78,0,0,0,0
4115,4113,0.00101,0.05405,0,180,0,0,1,0,1,0,0,131.44,28.4,-131.27,-19.36,0,0,0,0
4116,4113,0.00162,0.05686,0,180,0,0,1,0,1,0,0,123.77,25.71,-123.53,-17.31,0,0,0,0
4146,4113,0.0025,0.02448,0.04711,548,0,0,0,0,1,0,0,-13.43,3.25,13.44,-8.17,0,0,0,0
4190,4114,0.00237,0.01616,0.00275,221,0,0,0,0,1,0,0,-86.72,-22.76,86.9,23.75,0,0,0,0
4190,4114,0.00237,0.01616,0.00275,221,0,0,0,0,1,0,0,-86.72,-22.76,86.9,23.75,0,0,0,0
4117,4172,0.01489,0.06176,0.01048,149,0,0,0,0,1,0,0,80.61,-8.89,-79.66,11.75,0,0,0,0
4139,4118,0.0147,0.08395,0.01262,98,0,0,0,0,1,0,0,31.43,-6.16,-31.27,5.81,0,0,0,0
4148,4118,0.0246,0.14051,0.02111,98,0,0,0,0,1,0,0,-17.3,8.21,17.39,-9.74,0,0,0,0
4164,4119,0.02453,0.1676,0.02851,221,0,0,0,0,1,0,0,-67.99,11.22,69.15,-6.26,0,0,0,0
4122,4157,0.00313,0.02183,0.00357,221,0,0,0,0,1,0,0,-121.88,31.31,122.36,-28.33,0,0,0,0
4122,4157,0.00313,0.02183,0.00357,221,0,0,0,0,1,0,0,-121.88,31.31,122.36,-28.33,0,0,0,0
4123,4180,0.01637,0.09826,0.01333,98,0,0,0,0,1,0,0,-33.98,8.21,34.18,-8.28,0,0,0,0
4128,4124,0.02044,0.13201,0.02518,221,0,0,0,0,1,0,0,-89.71,20.78,91.43,-12.22,0,0,0,0
4128,4124,0.02044,0.13201,0.02518,221,0,0,0,0,1,0,0,-89.71,20.78,91.43,-12.22,0,0,0,0
6264,4125,0.03218,0.07865,0.0103,98,0,0,0,0,1,0,0,48.99,-4.52,-48.23,5.36,0,0,0,0
4193,4126,0.00522,0.0364,0.00595,250,0,0,0,0,1,0,0,147.2,4.19,-146.09,2.89,0,0,0,0
4193,4126,0.00522,0.0364,0.00595,250,0,0,0,0,1,0,0,147.2,4.19,-146.09,2.89,0,0,0,0
4193,4126,0.00522,0.0364,0.00595,250,0,0,0,0,1,0,0,147.2,4.19,-146.09,2.89,0,0,0,0
4144,4127,0.02101,0.12616,0.01712,102.9,0,0,0,0,1,0,0,25.44,-16.09,-25.25,15.53,0,0,0,0
4129,4130,0.03748,0.09002,0.01222,98,0,0,0,0,1,0,0,27.13,-8.58,-26.85,7.95,0,0,0,0
4129,4176,0.02359,0.14166,0.01922,147,0,0,0,0,1,0,0,-45.65,3.33,46.11,-2.6,0,0,0,0
4130,4179,0.01386,0.07916,0.0119,98,0,0,0,0,1,0,0,17.37,14.82,-17.3,-15.66,0,0,0,0
4132,4131,0.00028,0.01679,0,246.6,0,0,1,0,1,0,0,-101.64,-9.63,101.67,11.29,0,0,0,0
4132,4131,0.00028,0.01679,0,246.6,0,0,1,0,1,0,0,-101.64,-9.63,101.67,11.29,0,0,0,0
4133,4131,0.00199,0.07159,0,101,0,0,1,0,1,0,0,0,0,0,-0,0,0,0,0
4134,4131,0.00198,0.14741,0,103,0,0,1,0,1,0,0,10.21,-3.73,-10.21,3.9,0,0,0,0
4135,4131,0.00314,0.14014,0,103,0,0,1,0,1,0,0,10.21,-3.73,-10.21,3.89,0,0,0,0
4136,4131,0.00315,0.18409,0,105,0,0,1,0,1,0,0,10.21,-3.73,-10.21,3.94,0,0,0,0
4137,4131,0.00218,0.08044,0,140,0,0,1,0,1,0,0,-0,0,0,-0,0,0,0,0
4138,4131,0.00058,0.03762,0,135,0,0,1,0,1,0,0,0,-0,-0,0,0,0,0,0
4131,6308,0.00739,0.05281,0.09628,443,0,0,0,0,1,0,0,33.65,2.23,-33.56,-11.8,0,0,0,0
4132,4143,0.02006,0.08324,0.01413,149,0,0,0,0,1,0,0,58.16,7.07,-57.5,-5.82,0,0,0,0
6357,4132,0.01827,0.07994,0.01217,149,0,0,0,0,1,0,0,-61.65,6.17,62.32,-4.49,0,0,0,0
4139,4144,0.00882,0.05038,0.00757,147,0,0,0,0,1,0,0,41.97,-11.22,-41.8,11.46,0,0,0,0
4139,4169,0.01144,0.05002,0.00762,149,0,0,0,0,1,0,0,-84.01,14.37,84.87,-11.38,0,0,0,0
4141,4140,0.00072,0.03223,0,428,0,0,1,0,1,0,0,-182.78,0.77,183.01,9.38,0,0,0,0
4142,4140,0.00054,0.02789,0,168,0,0,1,0,1,0,0,141,27.34,-140.9,-22.02,0,0,0,0
4140,4151,0.00411,0.02936,0.05353,443,0,0,0,0,1,0,0,77.86,6.82,-77.62,-10.8,0,0,0,0
4140,4196,0.01639,0.11706,0.21342,523,0,0,0,0,1,0,0,65.45,-18.74,-64.79,0.73,0,0,0,0
4141,4165,0.01975,0.08194,0.0139,221,0,0,0,0,1,0,0,-111.73,38.31,114.34,-28.96,0,0,0,0
4189,4143,0.02761,0.11455,0.01944,149,0,0,0,0,1,0,0,-42.64,-1.62,43.14,1.75,0,0,0,0
4147,4146,0.0002,0.0123,0,459,0,0,1,0,1,0,0,-272.41,4.89,272.55,3.77,0,0,0,0
4146,4196,0.00241,0.02506,0.0854,750,0,0,0,0,1,0,0,-214.73,-3.3,215.79,5.19,0,0,0,0
4146,4196,0.00241,0.02506,0.0854,750,0,0,0,0,1,0,0,-214.73,-3.3,215.79,5.19,0,0,0,0
4148,4179,0.03149,0.1891,0.02566,98,0,0,0,0,1,0,0,2.66,-12.36,-2.62,10.01,0,0,0,0
4173,4149,0.02612,0.11641,0.01707,170,0,0,0,0,1,0,0,64,-8.81,-62.91,11.94,0,0,0,0
4149,4182,0.00774,0.05286,0.00899,221,0,0,0,0,1,0,0,-55.74,-7.57,55.99,8.35,0,0,0,0
4152,4151,0.00143,0.08362,0,81.9,0,0,1,0,1,0,0,31.16,-6.47,-31.15,7.28,0,0,0,0
4152,4151,0.00143,0.08362,0,81.9,0,0,1,0,1,0,0,31.16,-6.47,-31.15,7.28,0,0,0,0
4153,4151,0.0006,0.01612,0,381,0,0,1,0,1,0,0,212.4,60.32,-212.13,-53.01,0,0,0,0
4151,4158,0.00609,0.06334,0.21583,750,0,0,0,0,1,0,0,-217.5,44.3,220.41,-36.53,0,0,0,0
4164,4155,0.00412,0.02661,0.00508,221,0,0,0,0,1,0,0,65.97,-11.79,-65.79,12.45,0,0,0,0
4159,4158,0.0006,0.02511,0,620,0,0,1,0,1,0,0,-297.54,-40.61,298.09,63.25,0,0,0,0
4159,4158,0.0006,0.02511,0,620,0,0,1,0,1,0,0,-297.54,-40.61,298.09,63.25,0,0,0,0
4160,4158,0.00047,0.02419,0,298,0,0,1,0,1,0,0,197.23,64.86,-197.04,-55.03,0,0,0,0
4161,4158,0.00081,0.05928,0,296,0,0,1,0,1,0,0,87.79,27.19,-87.73,-22.47,0,0,0,0
4162,4158,0.00201,0.05867,0,293,0,0,1,0,1,0,0,112.47,26.13,-112.22,-18.76,0,0,0,0
4163,4158,0.0037,0.15066,0,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4159,4168,0.00057,0.00394,0.00064,250,0,0,0,0,1,0,0,139.73,17.74,-139.61,-17.03,0,0,0,0
4159,4168,0.00057,0.00394,0.00064,250,0,0,0,0,1,0,0,139.73,17.74,-139.61,-17.03,0,0,0,0
4159,4168,0.00057,0.00394,0.00064,250,0,0,0,0,1,0,0,139.73,17.74,-139.61,-17.03,0,0,0,0
4159,4168,0.00057,0.00394,0.00064,250,0,0,0,0,1,0,0,139.73,17.74,-139.61,-17.03,0,0,0,0
4166,4165,0.00217,0.09206,0,198,0,0,1,0,1,0,0,75.38,-14.47,-75.25,19.78,0,0,0,0
4166,4165,0.00217,0.09206,0,198,0,0,1,0,1,0,0,75.38,-14.47,-75.25,19.78,0,0,0,0
4186,4167,0.01453,0.06359,0.00968,149,0,0,0,0,1,0,0,-33.91,13.75,34.1,-13.87,0,0,0,0
4180,4170,0.00815,0.03567,0.00543,149,0,0,0,0,1,0,0,-49.01,5.57,49.22,-5.21,0,0,0,0
6221,4172,0.01492,0.06529,0.00994,149,0,0,0,0,1,0,0,32.6,23.71,-32.37,-23.73,0,0,0,0
4172,6346,0.01189,0.05202,0.00792,149,0,0,0,0,1,0,0,69.73,-0.01,-69.16,1.69,0,0,0,0
7030,4173,0.02382,0.10423,0.01587,149,0,0,0,0,1,0,0,77.44,-0.94,-76.05,5.39,0,0,0,0
6015,4174,0.00722,0.02995,0.00508,221,0,0,0,0,1,0,0,62.94,-53.41,-62.46,54.88,0,0,0,0
6276,4174,0.01173,0.04865,0.00826,149,0,0,0,0,1,0,0,-42.99,-27.8,43.29,28.21,0,0,0,0
4176,4175,0.02194,0.09598,0.01462,149,0,0,0,0,1,0,0,66.08,-4.14,-65.19,6.47,0,0,0,0
4177,4176,0.0053,0.11274,0,115,0,0,1,0,1,0,0,56.25,-0.07,-56.1,3.37,0,0,0,0
4177,4176,0.0053,0.11274,0,115,0,0,1,0,1,0,0,56.25,-0.07,-56.1,3.37,0,0,0,0
4178,6253,0.02656,0.11618,0.01769,149,0,0,0,0,1,0,0,-67.51,23.98,68.82,-20.1,0,0,0,0
4182,4181,0.00321,0.09306,0,169,0,0,1,0,1,0,0,-78.67,-14.78,78.87,20.68,0,0,0,0
7274,4181,0.01011,0.07225,0.13172,443,0,0,0,0,1,0,0,123.27,-29.23,-121.73,26.53,0,0,0,0
4184,4183,0.00113,0.06134,0,400,0,0,1,0,1,0,0,-224.57,-0.89,225.13,31.41,0,0,0,0
4191,4184,0.01223,0.08358,0.01422,221,0,0,0,0,1,0,0,37.46,-9.08,-37.28,8.87,0,0,0,0
4191,4184,0.01223,0.08358,0.01422,221,0,0,0,0,1,0,0,37.46,-9.08,-37.28,8.87,0,0,0,0
4184,4194,0.00649,0.04522,0.00739,262.5,0,0,0,0,1,0,0,149.56,-8.42,-148.13,17.68,0,0,0,0
4184,4194,0.00649,0.04522,0.00739,262.5,0,0,0,0,1,0,0,149.56,-8.42,-148.13,17.68,0,0,0,0
4187,4189,0.02899,0.12682,0.01931,149,0,0,0,0,1,0,0,-26.22,8.3,26.44,-9.25,0,0,0,0
4193,4192,0.00036,0.02396,0,438,0,0,1,0,1,0,0,-206.61,-21.03,206.76,31.09,0,0,0,0
4193,4192,0.00036,0.02396,0,438,0,0,1,0,1,0,0,-206.61,-21.03,206.76,31.09,0,0,0,0
4193,4192,0.00036,0.02396,0,438,0,0,1,0,1,0,0,-206.61,-21.03,206.76,31.09,0,0,0,0
4196,4195,8e-05,0.00576,0,1233,0,0,1,0,1,0,0,-480.49,-21.17,480.66,33.65,0,0,0,0
4195,6239,0.00265,0.0321,2.1323,2020,0,0,0,0,1,0,0,-411.66,-46.9,415.96,-129.02,0,0,0,0
4197,4196,0.00072,0.03236,0,200,0,0,1,0,1,0,0,-113.61,-6.12,113.7,10.07,0,0,0,0
5003,5181,0.00233,0.01026,0.00478,187,0,0,0,0,1,0,0,-41.89,-10.49,41.94,10.22,0,0,0,0
5213,5003,0.00127,0.0072,0.00387,251,0,0,0,0,1,0,0,77.11,-7.54,-77.03,7.6,0,0,0,0
5003,5436,0.00455,0.01936,0.00968,187,0,0,0,0,1,0,0,5.28,-29.31,-5.24,28.52,0,0,0,0
5004,5426,0.00757,0.04276,0.023,251,0,0,0,0,1,0,0,64.98,-16.71,-64.63,16.39,0,0,0,0
5476,5004,0.004,0.0226,0.01216,251,0,0,0,0,1,0,0,76.92,-13.19,-76.67,13.39,0,0,0,0
5133,5005,0.00846,0.03598,0.018,187,0,0,0,0,1,0,0,-21.92,-0.63,21.96,-1.05,0,0,0,0
5005,5435,0.00739,0.03256,0.01515,187,0,0,0,0,1,0,0,-30.9,-1.49,30.97,0.22,0,0,0,0
5006,5072,0.00074,0.00543,0.00308,310,0,0,0,0,1,0,0,-168.06,26.56,168.27,-25.28,0,0,0,0
5006,5072,0.00074,0.00543,0.00308,310,0,0,0,0,1,0,0,-168.06,26.56,168.27,-25.28,0,0,0,0
5006,5072,0.00074,0.00543,0.00308,310,0,0,0,0,1,0,0,-168.06,26.56,168.27,-25.28,0,0,0,0
5289,5006,0.00065,0.00498,0.00262,310,0,0,0,0,1,0,0,-158.59,53.32,158.77,-52.18,0,0,0,0
5289,5006,0.00065,0.00498,0.00262,310,0,0,0,0,1,0,0,-158.59,53.32,158.77,-52.18,0,0,0,0
5006,5294,0.00495,0.02107,0.01054,187,0,0,0,0,1,0,0,86.44,-3.7,-86.06,4.24,0,0,0,0
5007,5012,0.0011,0.00645,0.00322,251,0,0,0,0,1,0,0,130.17,11.45,-129.98,-10.66,0,0,0,0
5165,5007,0.00088,0.00648,0.00367,409,0,0,0,0,1,0,0,202.6,34.24,-202.22,-31.87,0,0,0,0
5134,5008,0.01009,0.05706,0.03069,251,0,0,0,0,1,0,0,-125.57,18.05,127.17,-12.15,0,0,0,0
5347,5008,0.01147,0.05055,0.02353,187,0,0,0,0,1,0,0,-32.5,2.79,32.62,-4.67,0,0,0,0
5396,5008,0.00397,0.02909,0.01648,400,0,0,0,0,1,0,0,168.47,-8.36,-167.38,14.66,0,0,0,0
5294,5009,0.00175,0.00769,0.00358,187,0,0,0,0,1,0,0,23.87,-78.09,-23.75,78.26,0,0,0,0
5311,5009,0.0016,0.00704,0.00328,187,0,0,0,0,1,0,0,14.43,-29.94,-14.41,29.69,0,0,0,0
5482,5009,0.00139,0.0061,0.00284,409,0,0,0,0,1,0,0,24.74,126.42,-24.51,-125.7,0,0,0,0
5010,5096,0.00127,0.00969,0.00509,310,0,0,0,0,1,0,0,-169.22,18.42,169.59,-16.11,0,0,0,0
5010,5096,0.00127,0.00969,0.00509,310,0,0,0,0,1,0,0,-169.22,18.42,169.59,-16.11,0,0,0,0
5386,5010,0.00106,0.00803,0.00422,310,0,0,0,0,1,0,0,-102.16,37.92,102.28,-37.39,0,0,0,0
5386,5010,0.00106,0.00803,0.00422,310,0,0,0,0,1,0,0,-102.16,37.92,102.28,-37.39,0,0,0,0
5011,5054,0.00746,0.04371,0.02183,251,0,0,0,0,1,0,0,80.57,8.53,-80.09,-7.88,0,0,0,0
8084,5011,0.00545,0.03193,0.01595,251,0,0,0,0,1,0,0,88.64,11.56,-88.22,-10.7,0,0,0,0
5012,5017,0.00663,0.0292,0.01359,187,0,0,0,0,1,0,0,48.66,-12.38,-48.49,11.78,0,0,0,0
5013,5101,0.00798,0.03394,0.01697,187,0,0,0,0,1,0,0,64.22,5.47,-63.91,-5.92,0,0,0,0
5156,5013,0.00645,0.02841,0.01322,187,0,0,0,0,1,0,0,78.91,-34.32,-78.46,34.92,0,0,0,0
5013,5226,0.00745,0.03283,0.01528,187,0,0,0,0,1,0,0,-5.1,1.76,5.1,-3.37,0,0,0,0
5014,5455,0.00556,0.03257,0.01626,251,0,0,0,0,1,0,0,-60.54,19.76,60.77,-20.05,0,0,0,0
5016,5015,0.00015,0.01417,0,1206,0,0,1,0,1,0,0,-571.62,20.29,572.11,25.76,0,0,0,0
5016,5015,0.00015,0.01417,0,1206,0,0,1,0,1,0,0,-571.62,20.29,572.11,25.76,0,0,0,0
5063,5015,0.00028,0.00336,0.22327,2020,0,0,0,0,1,0,0,-307.05,222.98,307.46,-240.76,0,0,0,0
5015,5164,0.00044,0.00534,0.35461,2020,0,0,0,0,1,0,0,249.91,-40.42,-249.64,7.95,0,0,0,0
5361,5015,0.00044,0.0053,0.3546,4352,0,0,0,0,1,0,0,1817.5,-115.87,-1803,254.78,0,0,0,0
5015,5479,0.00057,0.00686,0.45585,2020,0,0,0,0,1,0,0,101.43,-25.12,-101.37,-20.17,0,0,0,0
5265,5016,0.00128,0.00972,0.00511,409,0,0,0,0,1,0,0,-214.96,37.04,215.57,-32.97,0,0,0,0
5265,5016,0.00128,0.00972,0.00511,409,0,0,0,0,1,0,0,-214.96,37.04,215.57,-32.97,0,0,0,0
5265,5016,0.00128,0.00972,0.00511,409,0,0,0,0,1,0,0,-214.96,37.04,215.57,-32.97,0,0,0,0
5420,5016,0.00135,0.01028,0.0054,310,0,0,0,0,1,0,0,-157.35,-1.5,157.69,3.5,0,0,0,0
5420,5016,0.00135,0.01028,0.0054,310,0,0,0,0,1,0,0,-157.35,-1.5,157.69,3.5,0,0,0,0
5218,5017,0.0048,0.02041,0.01021,187,0,0,0,0,1,0,0,38.7,6.15,-38.63,-6.85,0,0,0,0
5017,5315,0.00523,0.02225,0.01113,187,0,0,0,0,1,0,0,73.26,-8.85,-72.98,8.98,0,0,0,0
5019,5018,0.00058,0.02598,0,590,0,0,1,0,1,0,0,-118.72,-3.26,118.8,6.9,0,0,0,0
